article_author,article_date,article_location,body,title,url
,,,"Antes de ser juzgado y sentenciado en los Estados Unidos, los rumores de problemas de salud de Joaquín ‘El Chapo’ Guzmán Loera eran constantes, incluso a finales del 2013 se filtró información que sufrió un paro cardiaco parcial a mediados de noviembre, por lo cual, se internó, con una identidad falsa, en un hospital privado de Jalisco.",‘El Chapo’ y sus enfermedades,http://www.unionjalisco.mx/articulo/2020/07/02/viral/el-chapo-y-sus-enfermedades
Amalia Escobar / Corresponsal,07/07/2020,,Hermosillo.- Una mujer de 28 años de edad murió de Covid-19 cuando se trasladaba en un camión de pasajeros.,Muere mujer por Covid-19 en camión de pasajeros de Sonora,https://www.eluniversal.com.mx/estados/muere-mujer-por-covid-19-en-camion-de-pasajeros-de-sonora
,,,"
Anastasia Karanikolaou, la mejor amiga de la empresaria Kylie Jenner, lució su belleza al compartir un par de fotografías con sus seguidores de Instagram. ",,https://www.viveusa.mx/showbiz/la-amiga-de-kylie-jenner-luce-cintura-diminuta-con-crop-top-ajustado
,,,"La Secretaría de Educación Pública (SEP), a través de la Autoridad Educativa Federal en la Ciudad de México (AECFM), informó que a partir del 6 de julio se pueden consultar las boletas de calificaciones y certificados electrónicos del ciclo escolar 2019-2020.",AECFM: Consulta de boletas de calificaciones y certificados CDMX,http://www.unioncdmx.mx/articulo/2020/07/07/educacion/aecfm-consulta-de-boletas-de-calificaciones-y-certificados-cdmx
Samantha Michelle Guzmán,08/07/2020,,"Sabemos que ya se antoja muchísimo pasar un día en familia chapoteando en una alberca, lanzándose de un tobogán o tomando el sol en un área verde. Y, aunque el avance es pausado y es necesario seguir al pie de la letra los nuevos protocolos sanitarios, algunos balnearios ya están recibiendo sus primeros visitantes.",Cuándo abren los balnearios y parques acuáticos cercanos a CDMX ,http://www.eluniversal.com.mx/destinos/cuando-abren-los-balnearios-y-parques-acuaticos-cercanos-cdmx
Alberto Morales y Pedro Villa y Caña,08/07/2020,,"“Welcome to United States president Andrés Manuel López Obrador”, arenga con la cual el mandatario mexicano fue recibido en el Memorial a Abraham Lincoln por un grupo de connacionales que le dio la bienvenida a Estados Unidos.","Entre fans y algunas protestas, así inició AMLO su primera gira en EU",http://www.eluniversal.com.mx/nacion/politica/gira-de-amlo-en-eu-entre-fans-y-algunas-protestas
,,,"Todos los beneficiarios del programa Mi Beca para Empezar, que tengan la necesidad de realizar un trámite de reposición, no han recibido su vale electrónico, necesitan editar datos de escuela, editar datos de contacto como teléfono/email o se registraron antes del 30 de abril y no tienen ningún depósito desde entonces, deben solicitar una cita para atención ciudadana través de www.registromibeca.com/Cita/Solicitud.",Mi Beca para Empezar CDMX 2020: ¿Cómo agendar citas en Fidegar?,http://www.unioncdmx.mx/articulo/2020/07/06/educacion/mi-beca-para-empezar-cdmx-2020-como-agendar-citas-en-fidegar
Emilio Fernández,08/07/2020,,"Nezahualcóyotl, Méx.- En el primer día de reactivación económica en los dos municipios más poblados del Estado de México -Ecatepec y Nezahualcóyotl- se registró una movilidad entre el 60 a 80%, informaron los gobiernos locales.",Así regresaron a la actividad económica en Ecatepec y Nezahualcóyotl,http://www.eluniversal.com.mx/metropoli/asi-regresaron-la-actividad-economica-en-ecatepec-y-nezahualcoyotl
Alan Martínez,08/07/2020,,"Si el semáforo epidemiológico lo permite, la segunda edición del Tianguis Nacional de Pueblos Mágicos será en la ciudad de San Luis Potosí, en las instalaciones de la Feria Nacional Potosina. Así lo anunció el secretario de Turismo federal, Miguel Torruco Marqués. 
 
Inicialmente, se tenía planeado que este evento se hiciera en octubre, pero debido a la pandemia y como medida de seguridad hubo un cambio de fechas y ahora se llevaría a cabo del 26 al 29 de noviembre. “La realización del evento turístico es muy factible sin descuidar las medidas de la nueva normalidad”, comentó el subsecretario de Salud Hugo López Gatell. ",Cuándo y dónde será el Tianguis Nacional de Pueblos Mágicos,http://www.eluniversal.com.mx/destinos/cuando-y-donde-sera-el-tianguis-nacional-de-pueblos-magicos
,,,Uno de los requisitos para cobrar las Becas Benito Juárez a través de Bienestar Azteca es que presentes tu NIP.,"Bienestar Azteca Edomex: No recuerdo mi NIP, ¿qué puedo hacer?",http://www.unionedomex.mx/articulo/2020/07/06/educacion/bienestar-azteca-edomex-no-recuerdo-mi-nip-que-puedo-hacer
Fernando Miranda,05/07/2020,,"
El gobierno de Oaxaca, en coordinación con autoridades federales y municipales, comenzó oficialmente el censo de las casas que resultaron con daños tras el sismo de 7.4 grados que el pasado 23 de junio golpeó a la entidad, principalmente a las regiones Costa y Sierra Sur. ",Arranca Murat censo de viviendas afectadas en Oaxaca por sismo de 7.4 grados ,https://oaxaca.eluniversal.com.mx/municipios/05-07-2020/arranca-murat-censo-de-viviendas-afectadas-en-oaxaca-por-sismo-de-74-grados
Paola Monterrubio ,08/07/2020,,"Aunque su origen es español, el mazapán se ha convertido en uno de los dulces más queridos de México. Su versión tradicional está hecha a base de almendras molidas y azúcar, señala el Diccionario enciclopédico de la Gastronomía Mexicana.",Así se prepara la gelatina de mazapán,http://www.eluniversal.com.mx/menu/receta-facil-para-preparar-gelatina-de-mazapan
Manuel Espino,08/07/2020,,"
La Fiscalía General de la República (FGR) dio a conocer la identificación genética de los restos del normalista de Ayotzinapa, Christian Alfonso Rodríguez Telumbre, encontrados en la Barranca de la Carnicería, a 800 metros del basurero de Cocula, donde la “verdad histórica” establece que los jóvenes fueron incinerados tras ser asesinados por Guerreros Unidos.",Expertos identifican a normalista desaparecido,http://www.eluniversal.com.mx/nacion/expertos-identifican-normalista-desaparecido
,,,"Lori Faith es una chica  famosa  en redes sociales por experimentar con su cabello. Ha hecho cosas extremas, pero ninguna como aquella en la que se quedó calva en plena transmisión en vivo. Aquí en De10.mx te contamos los detalles.",,https://de10.com.mx/cultura-digital/influencer-se-queda-calva-durante-transmision-en-vivo
Nancy Lizet Hernández ,01/07/2020,,"
Ante la alta demanda de productos de protección sanitaria como mascarillas K95, KN95, desinfectante y gel antibacterial que contenga alcohol de 70 grados como mínimo, actualmente se pueden encontrar estos artículos en todo tipo de negocios, incluso en la vía pública, así como en redes sociales.",Canaco en SLP alerta por venta de insumos “pirata” para atender Covid-19,https://sanluis.eluniversal.com.mx/cartera/01-07-2020/canaco-en-slp-alerta-por-venta-de-insumos-pirata-para-atender-covid-19
Marittza Navarro,08/07/2020,,"
El gobernador del estado, Francisco Domínguez Servién, encabezó la entrega de equipamiento antimotín y unidades a elementos de la Policía Estatal, con una inversión de 11.8 millones de pesos de recursos estatales.",Reconoce gobernador a la Policía Estatal,https://www.eluniversalqueretaro.mx/portada/reconoce-fds-la-policia-estatal
Perla Miranda,08/07/2020,,"El Instituto Mexicano del Seguro Social (IMSS) informó que a partir de mañana, sus guarderías retomarán actividades, esto con la finalidad de ayudar a que las madres trabajadoras usuarias del servicio de guardería que se encuentran laborando en actividades esenciales no pierdan su empleo y sepan que sus hijos están en un lugar seguro.",A partir de mañana reabren guarderías del IMSS,http://www.eluniversal.com.mx/nacion/guarderias-del-imss-reabren-partir-de-manana
Juan Ricardo Pérez-Escamilla G.,08/07/2020,,"
El que México lograra un lugar en el Consejo de Seguridad de la ONU llevó al canciller Marcelo Ebrard a liderar en aprobación. Le siguió el titular de Marina, muestra el Análisis de Reputación Mediática.","Ebrard, con mejor cobertura mediática al lograr lugar en Consejo de Seguridad",http://www.eluniversal.com.mx/nacion/ebrard-con-mejor-cobertura-mediatica-al-lograr-lugar-en-consejo-de-seguridad
,08/07/2020,,"Washington DC.- Esta mañana y por segunda ocasión en la presente administración federal, personas que se identifican como seguidores del presidente Andrés Manuel López Obrador agredieron verbalmente a Irving Pineda, reportero de Tv Azteca, cuando el Ejecutivo federal había depositado una ofrenda floral al monumento de Benito Juárez en la capital estadounidense.",Simpatizantes de AMLO agreden al reportero Irving Pineda en Washington,http://www.eluniversal.com.mx/nacion/simpatizantes-de-amlo-agreden-reportero-irving-pineda-en-washington
Nancy Lizet Hernández ,18/06/2020,,"
Luego de que el sector comercial atravesara por una caída en ventas por permanecer dos meses cerrado, ahora debe hacer frente a cuantiosas inversiones para lograr ser parte de la reactivación económica, acatando medidas sanitarias.",Locales del Centro de SLP gastan hasta 5 mil pesos en materiales contra Covid-19: Consejo,https://sanluis.eluniversal.com.mx/cartera/18-06-2020/locales-del-centro-de-slp-gastan-hasta-5-mil-pesos-en-materiales-contra-covid-19
,,,"
 El presidente de México, Andrés Manuel López Obrador, estará acompañado por once empresarios de su país, incluido el multimillonario Carlos Slim, en la cena que su homólogo estadounidense, Donald Trump, le ofrecerá el miércoles durante su visita a Washington, reveló este martes la cancillería. ",,https://www.viveusa.mx/noticias/quienes-son-los-empresarios-que-acompanan-amlo-washington
,08/07/2020,,"Con filtros estrictos de sanidad, cámaras térmicas y desinfección constantes de espacios, es como las plazas comerciales preparan la reapertura hoy, luego de tres meses cerrados debido a la contingencia sanitaria por Covid-19.
 
Fernando de Corcuera, Director de Operaciones de Fibra Danhos, aseguró que todas las tiendas han sido sanitizadas y se implementaron diversos señalamientos para el correcto flujo de personas por los pasillos y escaleras.
 
Grupo Danhos es la empresa desarrolladora, encargada de administrar centros comerciales como Parque Delta, Parque Lindavista y Parque Tezontle, entre otros, que, desde hace semanas, dijo, se prepararon para recibir a los usuarios.
 
En la entrada, además de tapetes sanitizantes y gel antibacterial, se instalaron cámaras térmicas para reforzar los filtros sanitarios y se llevará un conteo estricto para respetar el aforo del 30%. También, durante todo el día, personal capacitado estará desinfectando los espacios concurridos con aspersores.
 
“Ninguno de los lineamientos establecidos hasta ahora son exagerados, todos ellos son suma de esfuerzos por parte del personal y los visitantes, para reducir al máximo riesgo de contagios y seguir trabajando durante esta nueva normalidad”, puntualizó Corcuera en entrevista para EL UNIVERSAL.","Tras cierre por Covid, así se preparan las plazas comerciales para la reapertura en CDMX",http://www.eluniversal.com.mx/metropoli/cdmx/coronavirus-cdmx-asi-se-preparan-las-plazas-comerciales-para-la-reapertura
,07/07/2020,,"En el día 37 desde que comenzó la “nueva normalidad”, México reportó 268 mil 008 casos positivos a Covid-19, 6 mil 258 más que el pasado lunes, así como 32 mil 014 defunciones, un incremento de 895 con respecto al día anterior. ",México acumula 268 mil contagios por Covid y 32 mil muertes,http://www.eluniversal.com.mx/nacion/sociedad/coronavirus-7-de-julio-mexico-acumula-268-mil-contagios-por-covid-y-32-mil-muertes
,,,A casi dos semanas de que inició el registro en Bienestar Azteca todavía hay muchos beneficiarios de las Becas Benito Juárez de nivel medio superior que no pueden realizar su registro con éxito.,Pasos para registrarse en Bienestar Azteca e iniciar sesión: Becas,http://www.unionguanajuato.mx/articulo/2020/07/07/educacion/pasos-para-registrarse-en-bienestar-azteca-e-iniciar-sesion-becas
,,,"
La Universidad de Harvard y el Instituto Tecnológico de Massachusetts (MIT) anunciaron el miércoles la presentación de una demanda ante la justicia para anular la decisión del gobierno del presidente estadounidense, Donald Trump, de revocar las visas de estudiantes extranjeros que siguen cursos en línea debido al coronavirus.",,https://www.viveusa.mx/noticias/harvard-y-el-mit-piden-que-se-revoque-decision-sobre-visas-de-estudiantes
EFE,08/07/2020,,"En su esperada visita a la capital estadounidense, el presidente de México, Andrés Manuel López Obrador, depositó este miércoles flores a los pies de la estatua de bronce de Benito Juárez (1858-1872), al que considera un ejemplo en servicio público.",¿Por qué hay una estatua de Benito Juárez en la capital de EU?,http://www.eluniversal.com.mx/mundo/amlo-en-eu-por-que-hay-una-estatua-de-benito-juarez-en-eu
Redacción,08/07/2020,,"La doctora Beatriz Gutiérrez Müller, esposa del presidente López Obrador, afirmó -como lo señaló esta mañana  Ivanka Trump, hija del presidente de Estados Unidos Donald Trump- que con la visita que realiza el Ejecutivo federal a esa nación para reunirse con su homólogo, ambas naciones fortalecen sus lazos de cooperación y amistad, y deseó que la reunión en unas horas entre ambos mandatarios en la Casa Blanca sea un éxito.",Que la reunión entre AMLO y Trump sea un éxito: Beatriz Gutiérrez Müller,https://www.eluniversal.com.mx/nacion/que-la-reunion-entre-amlo-y-trump-sea-un-exito-beatriz-gutierrez
,,,"Bill Clinton es uno de los presidentes de Estados Unidos que pasaron a la historia por sus escándalos más que por sus políticas o acciones a favor de su pueblo. En De10.mx te contamos sobre los “trapos sucios” que enfrentó este controversial personaje antes, durante y después de su mandato.",,https://de10.com.mx/top-10/10-escandalos-de-bill-clinton-que-mancharon-su-presidencia
,,,"Toda la fortuna amasada por Nemesio Oseguera Cervantes, ‘El Mencho’, por traficar drogas se debe a la red de lavado de dinero que estableció por todo el mundo el clan de hermanos González Valencia, conocidos como ‘Los Cuinis’.","‘Los Cuinis’, cuñados del ‘Mencho’, que están en prisión",http://www.unionjalisco.mx/articulo/2020/07/07/seguridad/los-cuinis-cunados-del-mencho-que-estan-en-prision
Redacción,08/07/2020,,"Bryan LeBarón y Adrián LeBarón anunciaron que se manifestarán afuera de la Casas Blanca durante la reunión entre el presidente Andrés Manuel López Obrador y su homólogo de Estados Unidos, Donald Trump, para recordarles la promesa de combatir la inseguridad.",Familia LeBarón va a Washington para exigir a AMLO y a Trump combatir la inseguridad ,https://www.eluniversal.com.mx/nacion/familia-lebaron-exigiran-amlo-y-trump-combatir-la-inseguridad
Salvador Corona,08/07/2020,,"En la Ciudad de México se han contabilizado 7 mil 69 defunciones a causa del coronavirus; la mayoría se dedicaba a labores del hogar, eran choferes y comerciantes, principalmente, que representan sectores vulnerables.","Amas de casa, empleados y comerciantes, entre los 7 mil muertos por Covid en CDMX",http://www.eluniversal.com.mx/metropoli/amas-de-casa-empleados-y-comerciantes-entre-los-7-mil-muertos-por-covid-en-cdmx
Antonio Díaz,08/07/2020,,"
El biólogo Antonio Lazcano califica la renuncia de la física Julia Tagüeña a la Coordinación del Foro Consultivo Científico y Tecnológico como un acto de dignidad y de realismo, además critica la administración de María Elena Álvarez-Buylla como titular del Consejo Nacional de Ciencia y Tecnología (Conacyt)",“Álvarez-Buylla es un cadáver político” ,http://www.eluniversal.com.mx/cultura/alvarez-buylla-es-un-cadaver-politico
,,,A casi dos semanas de que inició el registro en Bienestar Azteca todavía hay muchos beneficiarios de las Becas Benito Juárez de nivel medio superior que no pueden realizar su registro con éxito.," Bienestar Azteca, lo que debes saber del registro e iniciar sesión",http://www.unionjalisco.mx/articulo/2020/07/07/educacion/bienestar-azteca-lo-que-debes-saber-del-registro-e-iniciar-sesion
Javier Cabrera Martínez / Corresponsal,08/07/2020,,"Culiacán, Sin.- En una plaza comercial, ubicada en el fraccionamiento Urbi Villa del Cedro, en Culiacán, delincuentes, con auxilio de una grúa robaron un cajero automático mismo que abandonaron en el exterior del inmueble, sin conocerse el monto del dinero que tenía.
     
Un hecho similar se registró el pasado 27 de abril, en otra plaza comercial de esta ciudad, ubicada en el sector de Loma Linda, donde los delincuentes jalaron con un vehículo el equipo de la institución Bancoppel.
       
El nuevo hecho tuvo lugar durante la madrugada del martes en la esquina del boulevard Alcaparra y Paseo del Sauce, del fraccionamiento Urbi Villa del Cedro; los cuerpos de seguridad encontraron el cajero automático.",Utilizan grúa para robar cajero automático en Sinaloa,http://www.eluniversal.com.mx/estados/sinaloa-con-grua-roban-cajero-automatico
,08/07/2020,,"Cuando la camioneta suburban blindada en la que viajaba —como todas las mañanas rumbo al Palacio del Ayuntamiento— comenzó a ser tiroteada por una lluvia de balas de alto calibre en pleno Paseo de la Reforma, Omar García Harfuch le gritó a su guardia y chofer que metiera reversa para tratar de escapar del brutal ataque de los sicarios. El conductor intentó la maniobra pero para ese momento, en menos de 1 minuto, los disparos eran tan intensos que habían dañado la transmisión del vehículo y la reversa no entró; en ese momento el secretario de Seguridad, que iba en el asiento delantero del copiloto, saltó hacia la parte trasera y en un instinto de supervivencia se acurrucó en el piso tratando de salvar la vida, mientras el guardia que conducía se puso en medio de la camioneta para cubrir de las balas a su jefe.","García Harfuch salvó la vida, pero no la grilla",https://www.eluniversal.com.mx/opinion/salvador-garcia-soto/garcia-harfuch-salvo-la-vida-pero-no-la-grilla
Redacción,08/07/2020,,"
Washington.— Usar cubrebocas salva vidas. El mensaje, cada vez más fuerte, viene acompañado de números: el Instituto de Métricas y Evaluación de Salud (IHME), de la Universidad de Washington, proyecta más de 100 mil decesos para el 1 de noviembre en México por Covid-19. Pero con uso obligatorio de mascarilla, el número se reduce a más de 98 mil.",IHME eleva proyección para México,http://www.eluniversal.com.mx/mundo/ihme-eleva-proyeccion-para-mexico
Samuel Estrada,06/07/2020,,"
El presidente de la mesa Directiva del Congreso del Estado, diputado Martín Juárez Córdova aseguró que hasta el momento no se ha recibido oficialmente ninguna comunicación del diputado Pedro César Carrizales Becerra para notificar una ausencia temporal o definitiva de su encargo.",“El Mijis” no ha solicitado retirarse de la diputación: Congreso de SLP,https://sanluis.eluniversal.com.mx/politica/06-07-2020/el-mijis-no-ha-solicitado-retirarse-de-la-diputacion-congreso-de-slp
,,,"
La Administración de Alimentos y Medicamentos (FDA) de Estados Unidos amplió su lista de las marcas de gel antibacterial que tienen altos niveles de toxicidad que pueden dañar a las personas durante la emergencia de coronavirus. ",,https://www.viveusa.mx/bienestar/eu-alerta-por-otras-5-marcas-mexicanas-de-gel-antibacterial-con-metanol
Eduardo Dina,08/07/2020,,"Aunque el presidente Andrés Manuel López Obrador se había negado a usar el cubrebocas ante la pandemia por Covid-19, este martes lo hizo por primera vez en público al abordar un vuelo rumbo a Estados Unidos, para sostener un encuentro con su homólogo Donald Trump. ",AMLO se une al club de los que usan cubrebocas ,http://www.eluniversal.com.mx/nacion/coronavirus-amlo-se-une-al-club-de-los-que-usan-cubrebocas
,,,"
 El presidente de EE.UU., Donald Trump, propuso este martes reabrir las escuelas en el país a partir de otoño, mientras el país avanza hacia los tres millones de contagiados por la COVID-19 y supera los 130.000 fallecidos a causa de la pandemia. ",,https://www.viveusa.mx/noticias/covid-19-trump-espera-reabrir-escuelas-de-eu-en-otono
,,,"Esmeralda Pimentel es sin duda uno de los rostros más bellos que hay actualmente en la televisión mexicana, por lo que su carrera va en ascenso constante, pero Pimentel también tiene un gran carisma y empatía con su público.",,https://www.elgrafico.mx/espectaculos/esmeralda-pimentel-queda-desnuda-para-que-sus-fans-vean-la-belleza-de-todas-partes
BBC News,08/07/2020,,"
Un ""narcisista"" que ahora amenaza la vida de todos los estadounidenses. Así es como Mary Trump retrata a su tío, el presidente de Estados Unidos, Donald Trump, en su libro de memorias cuyos extractos han sido publicados en medios de ese país.",Los pasajes impactantes del revelador libro de la sobrina del presidente Trump,http://www.eluniversal.com.mx/mundo/los-pasajes-impactantes-del-revelador-libro-de-la-sobrina-del-presidente-trump
,,,Curvy Zelma saltó a la fama después de ganar Este es mi Estilo en 2019.,"Curvy Zelma, de Venga la Alegría a Survivor México 2020",http://www.unionyucatan.mx/articulo/2020/07/05/espectaculos/curvy-zelma-de-venga-la-alegria-survivor-mexico-2020
Corresponsales de EL UNIVERSAL,08/07/2020,,"
Donde arde Troya, nos cuentan, es en Baja California, pues el pleito que hay entre el gobernador Jaime Bonilla y la alcaldesa de Tecate, Zulema Adams (Morena), ya llegó a la Segob y el Legislativo federal, una vez que senadoras de diferentes partidos se sumaron y lograron un exhorto desde la Cámara alta, para que don Jaime se disculpara por ejercer violencia de género en contra de la edil, tras señalar que se la pasa “en el salón de belleza haciéndose manicure”. No obstante, nos indican, una sorpresa se llevaron cuando el mandatario, en lugar de pedir perdón, aseguró que nunca se disculparía “con alguien que no trabaja” y hasta un oficio emitió para aseverar lo mismo. Pero eso no es todo, nos revelan, pues el morenista además aprovechó para pedirle a un reportero de la empresa televisora que es de su propiedad, que exhibiera una nota sobre la alcaldesa, con la instrucción —nadie sabe si como gobernador o como su jefe— de que siguiera investigando a la funcionaria. ¡Qué tal!","Ahora, Bonilla usa su televisora para atacar a edil",http://www.eluniversal.com.mx/estados/ahora-bonilla-usa-su-televisora-para-atacar-edil
,,,"
La Universidad de Harvard planea que los cursos (pregrado y posgrado) para el año académico 2020-21 sean en línea. Los estudiantes aprenderán remotamente, vivan o no en el campus.",,https://www.viveusa.mx/educacion/cuanto-cuesta-estudiar-en-la-universidad-de-harvard-2020-2021
,07/07/2020,,"
Juchitán de Zaragoza.— En tan sólo 10 días murieron 47 personas en Juchitán, de acuerdo con la Regiduría de Parques y Panteones del Ayuntamiento y los registros que llevan de los sepelios en los cuatro panteones existentes en esta ciudad. ",Mueren de 3 a 7 personas al día en Juchitán; el domingo sepultaron 9,https://oaxaca.eluniversal.com.mx/municipios/07-07-2020/mueren-de-3-7-personas-al-dia-en-juchitan-el-domingo-sepultaron-9
Christian Jiménez,06/07/2020,,"
Oaxaca de Juárez.- La noche de este domingo, el Cabildo del Ayuntamiento de la capital aprobó, en sesión ordinaria, la reapertura de las actividades comerciales en el municipio, a partir de este lunes.",Estos son los comercios y la capacidad a la que pueden abrir al transitar la capital a naranja ,https://oaxaca.eluniversal.com.mx/estatal/06-07-2020/estos-son-los-comercios-y-la-capacidad-la-que-pueden-abrir-al-transitar-la
Barra Brava,07/07/2020,,"Guadalupe González fue muy reiterativa en que funcionarios de la Comisión Nacional de Cultura Física y Deporte (Conade), le recomendaron contratar al equipo de abogados conformado por Luis Fernando Jiménez, Víctor Espinoza, Vicente Javalones y Antonio García, a quienes posteriormente culpó por arruinar su defensa por dopaje.","Lupita González echa la culpa a la Conade, pero ella contrató a sus abogados",http://www.eluniversal.com.mx/universal-deportes/mas-deportes/lupita-gonzalez-echa-la-culpa-conade-pero-ella-contrato-abogados
,,,"Toluca.– Unas ocho narcomantas fueron encontradas ayer sobre las principales avenidas de la Ciudad de Toluca, firmadas por el grupo de la delincuencia organizada La Familia Michoacana.",,https://www.elgrafico.mx/la-roja/tapizan-avenidas-con-ocho-narcomantas-amenazantes-de-la-familia-michoacana-en-edomex
,,,"
Kylie Jenner aprovechó las primeras reaperturas en el país para vacacionar en un exclusivo hotel de lujo en Canyon Point de Utah, un destino inigualable en medio del desierto. ",,https://www.viveusa.mx/destinos/el-hotel-de-lujo-en-el-desierto-en-donde-vacaciona-kylie-jenner
Francisco Velázquez ,08/07/2020,,"Esta semana un momento histórico para el mundo de los automóviles se presenta, ya que Morgan Motor Company ha fabricado el último chasis de acero de su historia.",El chasis más viejo del mundo se despide luego de 84 años,http://www.eluniversal.com.mx/autopistas/el-chasis-mas-viejo-del-mundo-se-despide-luego-de-84-anos
Redacción,08/07/2020,,"La Administración de Drogas y Alimentos de los Estados Unidos (FDA, por sus siglas en inglés), ha autorizado la comercialización del sistema de tabaco calentado electrónicamente, IQOS, como un producto de tabaco de riesgo modificado (MRTP), que representa una oportunidad histórica para la salud pública. ",Dan luz verde a venta de sistema de tabaco calentado electrónicamente IQOS,http://www.eluniversal.com.mx/mundo/dan-luz-verde-venta-de-sistema-de-tabaco-calentado-electronicamente-iqos
,,,"Ginebra.– La Organización Mundial de la Salud (OMS) reconoció este martes la “evidencia emergente” de la propagación por aire del coronavirus, luego de que un grupo de científicos instó a la entidad a actualizar sus guías sobre cómo se transmite la enfermedad.",,https://www.elgrafico.mx/viral/la-oms-reconoce-que-existen-evidencias-de-que-el-covid-19-se-transmite-en-el-aire
